genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster,mlst,phylon,mobile_phylons
158836.967,Enterobacter hormaechei strain Eho-11,158836,Complete,Eho-11,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747517,GCA_015910225.1,"CP047721,CP047722,CP047723,CP047724,CP047725,CP047726,CP047727,CP047728",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,4867545,54.67762,4820,4590,Rectal,2016-01-18,Canada,Canada:Ontario,,"Epidemiological and microbiological analyses of clinical and environmental Verona Integron encoded Metallo beta Lactamase producing Enterobacteriaceae isolates demonstrate spread to local healthcare facilities and contamination of environmental water in Southern Ontario, Canada, which is probably due to horizontal gene transfer and clonal spread of blaVIM carrying Enterobacter hormaechei.",collected_by:Public Health Ontario,7.0,269,hormaechei-hormaechei,
550.1579,Enterobacter cloacae strain AR_0154,550,Complete,AR_0154,2018-06-10T00:00:00Z,PRJNA292902,SAMN04014995,GCA_003204095.1,"CP029716,CP029719,CP029720,CP029721,CP029717,CP029718",Centers for Disease Control and Prevention,Complete,PacBio RSII,127x,HGAP v. 2.3,1,5,6,5420788,54.88525,5495,5375,,,,,,Collection of bacterial pathogens that consist of carbapenemase-producing Enterobacteriaceae representing a diversity of species,,6.0,1015,hormaechei-steigerwaltii-1,unchar-1;unchar-3
61645.572,Enterobacter asburiae 16773-yvys,61645,Complete,16773-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379551,GCA_023101705.1,"CP083842,CP083843,CP083844,CP083845,CP083846,CP083847,CP083848",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,6,7,5277234,55.085278,5360,5083,sputum,2016-07,China,China,Homo sapiens,,collected_by:Yushan Cui,16.0,252,asburiae,unchar-1
158836.2355,Enterobacter hormaechei RHB44-SE-C01,158836,Complete,RHB44-SE-C01,2023-04-13T00:00:00Z,PRJNA605147,SAMN15488669,,"CP099314,CP099315",,,Illumina/Nanopore,189x,Unicycler v. v0.4.4,1,1,2,4822538,55.54289,4678,4544,Pooled sediment sample collected from floor of poultry farm,2017,United Kingdom,United Kingdom,,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",6.0,864,hormaechei-steigerwaltii-1,
158836.1228,Enterobacter hormaechei strain ECC47,158836,Complete,ECC47,2021-08-10T00:00:00Z,PRJNA752244,SAMN20587857,GCA_019537235.1,JAIEUD000000000,Shenzhen People's Hospital,Complete,Oxford Nanopore,110x,Unicycler v. 0.4.8,1,5,6,5237420,54.716274,5202,4988,urine,2016,China,China: Shenzhen,Homo sapiens,Enterobacter cloacae complex,collected_by:Yang Ji,5.0,133,hormaechei-steigerwaltii-3,unchar-1
208224.123,Enterobacter kobei strain IB2020,208224,Complete,IB2020,2020-08-02T00:00:00Z,PRJNA647675,SAMN15594913,GCA_014041955.1,"CP059481,CP059482,CP059480,CP059483,CP059484,CP059485,CP059486",Charles University in Prague,Complete,PacBio Sequel,384.0x,Microbial Assembly v. SMRT Link v.9,1,6,7,5419765,54.6096,5425,5175,rectal swab,2019-12-14,Italy,Italy: Modena,"Human, Homo sapiens",VIM/MCR producers in Italy,collected_by:Agostino-Estense-Baggiovara Hospital,10.0,54,kobei,
550.4023,Enterobacter cloacae S36_CRE37,550,Complete,S36_CRE37,2023-01-09T00:00:00Z,PRJNA667445,SAMN16387654,,"CP074548,CP074549,CP074550,CP074551,CP074552",,,Illumina NextSeq; PacBio Sequel,361x,Unicycler v. v0.4.7,1,4,5,5038189,55.26704,4950,4766,urine cc,2017-10-03,USA,"USA: Durham, NC",Homo sapiens,,collected_by:Rachel Addison,4.0,461,,
208224.338,Enterobacter kobei Ek72,208224,Complete,Ek72,2022-05-25T00:00:00Z,PRJNA775676,SAMN22612881,GCA_023547315.1,"CP088229,CP088230,CP088231,CP088232",,Complete,Oxford Nanopore,110.0x,Unicycler v. v0.4.8,1,3,4,5014089,54.625538,4868,4724,shunt fluid,2018,China,China:Shenzhen,Homo sapiens,,collected_by:Yang Ji,10.0,125,kobei,
158836.882,Enterobacter hormaechei strain STN0717-64,158836,Complete,STN0717-64,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195982,GCA_015137995.1,"AP022510,AP022511,AP022512","Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,320x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,2,3,5274269,54.90539,5109,4945,hospital sewage,2018-07-17,Japan,Japan:Tokyo,,"This project is related to metagenomic survey and genomic epidemiology analysis of antimicrobial resistance bacteria (in particular, carbapenem and/or beta-lactam resistant Enterobacteriaceae) in Japanese hospital sewage.",,5.0,133,hormaechei-steigerwaltii-3,unchar-1
158836.791,Enterobacter hormaechei strain RHBSTW-00056,158836,Complete,RHBSTW-00056,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148464,GCA_013629455.1,"CP058172,CP058173,CP058174",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,99.5730736939225x,Unicycler v. v0.4.7,1,2,3,5128754,54.928448,5131,4931,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",2.0,310,,
1812935.465,Enterobacter roggenkampii WS22-2,1812935,Complete,WS22-2,2023-04-03T00:00:00Z,PRJNA895841,SAMN31525259,,"CP110823,CP110824",,,Illumina NovaSeq; Oxford Nanopore,635.0x,unicycler v. v0.4.8,1,1,2,4634203,56.04405,4348,4229,natural water sources close by farm or community,2022-05-01,Thailand,Thailand: Ratchaburi,,,collected_by:Chulalongkorn University,12.0,1129,roggenkampii,
158836.787,Enterobacter hormaechei strain RHBSTW-00083,158836,Complete,RHBSTW-00083,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148476,GCA_013625575.1,"CP058160,CP058161,CP058162,CP058163",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,107.059809165582x,Unicycler v. v0.4.7,1,3,4,4904566,55.47822,4767,4601,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",3.0,108,hormaechei-oharae,
158836.483,Enterobacter hormaechei strain F2,158836,Complete,F2,2020-01-19T00:00:00Z,PRJNA599539,SAMN13757525,GCA_009905155.1,CP047570,Sun Yat-sen University,Complete,Illumina HiSeq,100.0x,SOAPdenovo v. 2.04,1,0,1,4619717,55.599422,4378,4272,River,2015-06-01,China,"China: Guangzhou,Guangdong",,The strain is able to remediate nitrogen pollution and inhibit algae in polluted water,sample_type:Water,6.0,-1,hormaechei-steigerwaltii-1,
158836.1367,Enterobacter hormaechei strain 57816CZ,158836,Complete,57816CZ,2021-11-01T00:00:00Z,PRJNA772913,SAMN22377429,GCA_020695585.1,"CP085753,CP085754,CP085755,CP085756",Charles University in Prague,Complete,PacBio Sequel,334x,Microbial assembly v. v.1,1,3,4,5317459,54.914444,5355,5133,urine - permanent urinary catheter,2020-06,Czech Republic,Czech Republic: South Bohemian Region,Homo sapiens,Molecular characterization of VIM-producing Enterobacterales from Czech hospitals,collected_by:Nemocnice Ceske Budejovice,6.0,106,hormaechei-steigerwaltii-1,unchar-1
2894203.3,Enterobacter sp. AN-K1,2894203,Complete,AN-K1,2021-11-24T00:00:00Z,PRJNA779677,SAMN23067479,GCA_020971765.1,CP087390,University of Tuebingen,Complete,PacBio Sequel,582.0x,HGAP v. 4,1,0,1,4656683,55.6352,4439,4334,rhizospheric soil,2019-11,Pakistan,"Pakistan: Kohl District, Khyber Pakhtun Khwa",halophyte grass,Strain AN-K1 is a halophilic plant growth promotion rhizobacterium. The whole genome sequence gives insight into the mode of actions and active principles of the strain to understand its plant beneficial behavior,"sample_type:mixed culture;biomaterial_provider:Dr. Fathia Mubeen, National Institute for Biotechnology and Genetic Engineering Constituent College of Pakistan Institute of Engineering and Applied Sciences;collected_by:Aniqa Nawaz, National Institute for Biotechnology and Genetic Engineering Constituent College of Pakistan Institute of Engineering and Applied Sciences",6.0,-1,hormaechei-steigerwaltii-1,
550.1144,Enterobacter cloacae strain AR_0050,550,Complete,AR_0050,2017-06-20T00:00:00Z,PRJNA292904,SAMN04014891,GCA_002201815.1,"CP021896,CP021897,CP021898,CP021899",Centers for Disease Control and Prevention,Complete,PacBio RSII,238x,HGAP v. 2.3,1,3,4,4989546,54.98,4881,4781,,,,,,Collection of bacterial pathogens that are assembled to challenge assays that detect carbapenemase production representing a range of gram-negative bacteria,,2.0,78,hormaechei-hoffmannii-1,
158836.2096,Enterobacter hormaechei NY0401,158836,Complete,NY0401,2023-01-09T00:00:00Z,PRJNA833772,SAMN28016882,,"CP096923,CP096924",,,PacBio RSII,100.0x,HGAP v. v3.0,1,1,2,4805212,55.114758,4657,4513,,2012,China,China:Guangzhou,Homo sapiens,,sample_type:Blood,2.0,1119,,
61645.702,Enterobacter asburiae 2022CK-00757,61645,Complete,2022CK-00757,2023-02-15T00:00:00Z,PRJNA812595,SAMN32733969,,"CP117723,CP117724,CP117725,CP117726,CP117727",,,Illumina MiSeq; Oxford Nanopore GridION,90.0x,Unicycler v. 0.5.0,1,4,5,4986935,55.596214,4844,4716,Rectal Swab,2022-11-16,USA,USA,Homo sapiens,,,14.0,484,asburiae,unchar-3
61645.358,Enterobacter asburiae strain FDAARGOS_892 strain Not applicable,61645,Complete,Not applicable,2020-12-14T00:00:00Z,PRJNA231221,SAMN13450422,GCA_016027695.1,"CP065693,CP065692,CP065694",US Food and Drug Administration,Complete,Pacbio; Illumina,589.95x,"SMRT v. 6.0.0, HGAP v. 4, SPAdes v. 3.11.1",1,2,3,4767001,55.54639,4737,4581,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:DSMZ,15.0,807,asburiae,
208224.427,Enterobacter kobei 2020CK-00216,208224,Complete,2020CK-00216,2023-03-01T00:00:00Z,PRJNA812595,SAMN15907151,,"CP118560,CP118561,CP118562,CP118563",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,3,4,4961769,54.941715,4757,4640,Tracheal Aspirate/Wash,2020-04-20,USA,USA,Homo sapiens,,,10.0,32,kobei,
550.1577,Enterobacter cloacae strain 234,550,Complete,234,2018-06-05T00:00:00Z,PRJNA278886,SAMN05510455,GCA_003186415.1,"CP021162,CP021163",Brigham & Women's Hospital,Complete,PacBio,362.0x,HGAP v. v.3.0,1,1,2,4724855,55.473385,4566,4479,wound,2016,USA,USA:Boston,"Human, Homo sapiens",The goal of this project is to identify carbapenemases and other beta-lactamases in clinical isolates with WGS and assess their mobilization potential . The results can support national surveillance of clinically identified pathogens and provide invaluable information to infection control in hospital.,collected_by:Xiaomin Zhao,9.0,1795,hormaechei-xiangfangensis,
1868135.3,Enterobacter sp. HK169,1868135,Complete,HK169,2016-09-06T00:00:00Z,PRJNA326573,SAMN05285327,GCF_001719105.1,CP017087,Korea Research Institute of Chemical Technology,Complete,PacBio,221,RS_HGAP_Assembly v. version 3,1,,1,4551186,56.15,4247,4155,Tomato roots,2015,South Korea,South Korea: Daejeon,,Genome sequencing of agriculturally useful microbe,sample_type:cell culture,14.0,650,asburiae,
158836.418,Enterobacter hormaechei strain E5,158836,Complete,E5,2019-10-09T00:00:00Z,PRJNA550014,SAMN12289291,GCA_008931525.1,"CP042571,CP042572,CP042573,CP042574,CP042575,CP042576,CP042577",University of Oxford,Complete,Oxford Nanopore MiniION,5593x,Unicycler v. SEP-2017,1,6,7,5217772,54.780525,5202,5018,Shower 3,2012-06-13,Australia,Australia: Sydney,,"Genome sequencing (Illumina, MinION) was used to investigate a 10-year (2006-2015) outbreak of blaIMP-4-containing organisms in a burns unit (BU) in a hospital in Sydney, Australia. 154 carbapenem non-susceptible, ESBL-producing or multi-drug resistant (MDR) isolates (58 clinical, 96 environmental) were analysed, of which 113 contained blaIMP-4. This study illustrates the persistence, diversity and evolution of genetic backgrounds disseminating blaIMP-4 amongst both human and environmental reservoirs during a prolonged outbreak.",sample_type:Whole organism;collected_by:Concord Repatriation Hospital Sydney Australia,2.0,145,,
550.412,Enterobacter cloacae strain UW5,550,Complete,UW5,2015-06-19T00:00:00Z,PRJNA285312,SAMN03743787,GCF_001029645.1,CP011798,University of New Brunswick,Complete,Illumina HiSeq 2500,330x,Velvet v. 1.2.10,1,,1,4904981,54.46,4677,4496,soil,1994-09-29,Canada,Canada:Waterloo,,The genome of E. cloacae UW5 was sequenced to allow identification and characterization of the complete regulon of the global regulatory protein TyrR.,sample_type:cell culture,19.0,-1,ludwigii,
1686399.4,Enterobacter sp. BIDMC100 strain Colony331,1686399,Complete,Colony331,2021-07-28T00:00:00Z,PRJNA668870,SAMN17833502,GCA_019378715.1,CP079998,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,67.73x,idba_ud v. V1.1.3,1,0,1,4546642,55.904945,3965,,food,,Thailand,Thailand: Songkhla,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",9.0,-1,hormaechei-xiangfangensis,
550.2831,Enterobacter cloacae strain RHBSTW-00675,550,Complete,RHBSTW-00675,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148680,GCA_013739155.1,"CP056766,CP056767,CP056768,CP056769,CP056770",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,113.634895689311x,Unicycler v. v0.4.7,1,4,5,4911002,55.72785,4845,4694,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",16.0,24,asburiae,unchar-3
